Pavadinimas,Metai,Trukme,Filmo indeksas,Ivertinimas pagal zmones,Ivertinimas pagal kritikus,Votes
Wasabi,2001,94,R,6.6,53,"42,163"
Sabotage,2014,109,R,5.7,41,"65,657"
The Sacrifice,1986,149,PG,7.9,,"30,417"
Pulse,2001,119,R,6.5,70,"24,600"
"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",1975,202,Not Rated,7.5,94,"13,161"
Clerks II,2006,97,R,7.3,65,"139,761"
Tekken,2010,92,R,4.8,,"28,271"
Rustlers' Rhapsody,1985,88,PG,6.4,,"2,507"
Rabbit Hole,2010,91,PG-13,7.0,76,"50,805"
Black Noise,2023,86,R,4.7,,765
About Last Night,1986,113,R,6.3,70,"17,040"
The Lifeguard,2013,98,R,5.6,34,"15,124"
Spirited Away: Live on Stage,2022,170,Not Rated,8.6,,348
The Greatest Lie Ever Sold: George Floyd and the Rise of BLM,2022,79,TV-MA,7.1,,"4,321"
Mr. Magorium's Wonder Emporium,2007,93,G,6.2,48,"47,314"
Black Bear,2020,104,R,6.5,79,"15,488"
Elizabethtown,2005,123,PG-13,6.3,45,"72,153"
Crocodile Dundee II,1988,108,PG,5.7,41,"60,100"
Apache Uprising,1965,90,Approved,5.7,,495
Philomena,2013,98,PG-13,7.6,77,"103,077"
Bio-Dome,1996,88,PG-13,4.4,1,"29,141"
Mr. Peabody & Sherman,2014,92,PG,6.8,59,"76,373"
Sleep Tight,2011,102,Not Rated,7.2,70,"45,881"
Andrei Rublev,1966,205,R,8.1,,"56,247"
Sapiosexual,2023,100,Unrated,7.3,,48
The Roommate,2011,91,PG-13,4.8,23,"40,874"
Sinister 2,2015,97,R,5.3,32,"59,570"
Braven,2018,94,R,5.9,61,"41,507"
The Chalk Line,2022,106,,6.1,,"9,482"
Tom & Jerry,2021,101,PG,5.2,32,"38,855"
Forever Young,1992,102,PG,6.3,,"49,418"
Avengement,2019,87,Not Rated,6.6,63,"19,827"
Breakfast on Pluto,2005,128,R,7.2,59,"23,952"
Legend of the Guardians: The Owls of Ga'Hoole,2010,97,PG,6.9,53,"86,427"
The Sweet Hereafter,1997,112,R,7.5,91,"36,418"
Swamp Thing,1982,91,PG,5.3,50,"15,920"
Pieces,1982,85,Not Rated,6.0,68,"12,441"
Just the Two of Us,2023,105,,6.6,,"1,180"
Waiting for Bojangles,2021,124,,6.5,50,"1,950"
A Family Affair,2024,N/A,,,,N/A
Purple Rain,1984,111,R,6.5,55,"23,409"
Bug,2006,102,R,6.1,62,"37,357"
Project Wolf Hunting,2022,122,,6.1,53,"6,050"
The Last Full Measure,2019,116,R,6.8,51,"13,711"
Prom Night,2008,88,PG-13,3.9,17,"37,849"
Pleasure or Pain,2013,99,Unrated,4.2,,"2,607"
Skyggen i mit øje,2021,107,TV-MA,7.3,,"15,886"
All the Right Moves,1983,91,R,6.0,62,"20,101"
Gulliver's Travels,2010,85,PG,4.9,33,"72,656"
Elevator Game,2023,94,,4.2,47,"2,029"
Escape Room,2017,81,R,4.2,,"13,608"
What Men Want,2019,117,R,5.4,49,"30,811"
King Kong vs. Godzilla,1962,97,,6.3,,"1,568"
The Chorus,2004,97,PG-13,7.8,56,"66,094"
Play Dead,2022,106,,5.2,,"3,650"
Casanova,2005,112,R,6.5,57,"55,928"
Heat 2,,N/A,,,,N/A
Looking for Mr. Goodbar,1977,136,R,6.7,64,"8,306"
Y2K,,N/A,,,,N/A
Django,1966,91,Not Rated,7.2,75,"30,289"
Rings,2017,102,PG-13,4.5,25,"42,696"
A Nashville Country Christmas,2022,86,TV-PG,7.5,,80
Wonder Boys,2000,107,R,7.2,74,"66,108"
Luce,2019,109,R,6.6,72,"14,856"
Billy Lynn's Long Halftime Walk,2016,113,R,6.2,53,"23,765"
Un Amor,2023,129,,7.1,,327
Eddie the Eagle,2015,106,PG-13,7.3,54,"98,760"
Mad Heidi,2022,92,,5.5,,"3,831"
The Way of the Wind,,N/A,,,,N/A
Blackout,2022,81,TV-MA,3.8,,"4,647"
Camp Nowhere,1994,96,PG,6.0,,"10,501"
The Great Mouse Detective,1986,74,G,7.1,73,"53,285"
Enemy Mine,1985,108,PG-13,6.8,59,"50,593"
Seed of Chucky,2004,87,R,4.9,46,"49,160"
Prizzi's Honor,1985,130,R,6.7,84,"25,898"
Raees,2017,143,Not Rated,6.6,,"49,690"
Serving Sara,2002,99,PG-13,5.3,18,"18,559"
Wendell & Wild,2022,105,PG-13,6.4,69,"12,301"
A Call to Spy,2019,123,PG-13,6.7,65,"9,109"
Heist,2015,93,R,6.1,37,"32,210"
Snow Dogs,2002,99,PG,5.2,29,"28,214"
Jade,1995,95,R,5.3,33,"13,941"
El Mariachi,1992,81,R,6.8,73,"70,403"
"Game Over, Man!",2018,101,TV-MA,5.4,32,"32,717"
Hick,2011,99,R,5.5,28,"20,659"
Man of the House,1995,96,PG,5.2,,"10,258"
Henry: Portrait of a Serial Killer,1986,83,Unrated,7.0,80,"39,712"
The Night Porter,1974,118,R,6.6,,"14,400"
Glory Road,2006,118,PG,7.2,58,"48,250"
The Rebound,2009,95,R,6.3,,"49,864"
The Boys from Brazil,1978,125,R,7.0,40,"30,011"
Last Night,2010,93,R,6.5,50,"50,284"
Exit to Eden,1994,113,R,4.2,,"7,240"
The Mirror Has Two Faces,1996,126,PG-13,6.6,,"21,465"
The Boys in the Band,2020,121,R,6.8,70,"17,476"
Bottle Rocket,1996,91,R,6.9,67,"82,468"
The Estate,2022,96,R,5.2,37,"4,419"
Catch-22,1970,122,R,7.1,70,"26,220"
The Deep House,2021,85,TV-MA,5.3,,"16,536"
The Legend of Zorro,2005,129,PG,5.9,47,"106,416"
The International,2009,118,R,6.5,52,"98,530"
Beautiful,2009,97,R,5.3,,"1,741"
What to Expect When You're Expecting,2012,110,PG-13,5.7,41,"75,111"
Viking Wolf,2022,97,TV-MA,5.2,,"6,926"
Dracula: Dead and Loving It,1995,88,PG-13,5.8,,"44,553"
Reign Over Me,2007,124,R,7.4,61,"98,985"
Cannibal Ferox,1981,93,,5.1,,"10,602"
Orion and the Dark,2024,90,,,,N/A
Oliver Twist,1948,105,Not Rated,7.8,84,"13,383"
Digimon Adventure 02: The Beginning,2023,87,,6.2,,265
Miss Pettigrew Lives for a Day,2008,92,PG-13,7.0,63,"29,496"
The Settlers,2023,97,,7.1,82,432
The Escort,2015,88,Not Rated,6.0,,"14,045"
Den of Thieves 2: Pantera,2024,N/A,,,,N/A
Billionaire Boys Club,2018,108,R,5.6,30,"14,422"
Joe Versus the Volcano,1990,102,PG,5.9,45,"39,316"
Starcrash,1978,92,PG,4.0,,"7,779"
13,2010,91,R,6.0,29,"43,451"
Letters to Juliet,2010,105,PG,6.5,50,"105,821"
Stealth,2005,121,PG-13,5.1,35,"55,775"
Replicas,2018,107,PG-13,5.4,19,"41,350"
Game of Death,1978,100,R,5.9,36,"21,952"
Hippie Hippie Shake,R,N/A,,,,N/A
A Night in the Life of Jimmy Reardon,1988,90,R,5.5,,"3,014"
The Ice Age Adventures of Buck Wild,2022,82,PG,4.3,30,"15,885"
Silent Running,1972,89,G,6.6,67,"30,956"
Palm Trees and Power Lines,2022,110,R,6.5,73,"2,530"
Righteous Kill,2008,101,R,6.0,36,"91,340"
Macbeth,1971,140,R,7.4,,"14,713"
Gringo,2018,111,R,6.1,46,"31,762"
ParaNorman,2012,92,PG,7.0,72,"108,805"
Samsara,2011,102,PG-13,8.4,65,"37,543"
Acts of Violence,2018,86,R,5.3,28,"13,200"
A Walk in the Clouds,1995,102,PG-13,6.7,54,"36,061"
The Adventures of Robin Hood,1938,102,PG,7.9,97,"53,696"
TMNT,2007,87,PG,6.2,41,"68,488"
High Art,1998,101,R,6.6,73,"11,001"
Barbershop 2: Back in Business,2004,106,PG-13,5.7,59,"15,766"
The Ward,2010,89,R,5.5,38,"44,297"
Manderlay,2005,139,Not Rated,7.2,46,"24,823"
A Dog's Journey,2019,109,PG,7.4,43,"27,706"
Kirk Cameron's Saving Christmas,2014,79,PG,1.3,18,"16,617"
Ruby Sparks,2012,104,R,7.2,67,"104,624"
Tequila Sunrise,1988,115,R,6.0,62,"33,427"
Beyond the Valley of the Dolls,1970,109,X,6.1,60,"11,856"
Marry My Dead Body,2022,130,TV-MA,7.1,,"4,427"
Snatched,2017,90,R,4.7,45,"37,214"
Tayuan,2023,102,,4.9,,405
Injustice,2021,78,R,6.4,,"15,472"
Artemis Fowl,2020,95,PG,4.3,31,"30,084"
Ip Man 4: The Finale,2019,107,Not Rated,7.0,62,"35,853"
Air Bud,1997,98,PG,5.3,,"19,117"
One Cut of the Dead,2017,96,Not Rated,7.6,86,"28,642"
Clockwatchers,1997,96,PG-13,6.6,64,"6,210"
Almost Heroes,1998,90,PG-13,5.7,,"17,476"
Nightmare on 34th Street,2023,130,,7.8,,9
Laura,1944,88,Passed,7.9,,"50,296"
Revenge,1990,124,R,6.2,35,"20,160"
Up in Smoke,1978,86,R,6.9,57,"40,347"
Paid in Full,2002,97,R,7.0,49,"13,906"
Dracula,1931,75,Passed,7.4,71,"57,512"
Lady and the Tramp,2019,111,PG,6.2,48,"23,952"
Dreams,1990,119,PG,7.7,,"28,459"
The Best Man,1999,120,R,6.7,61,"11,633"
Red Tails,2012,125,PG-13,5.9,46,"36,823"
A Taxi Driver,2017,137,Not Rated,7.9,69,"29,442"
Project Almanac,2015,106,PG-13,6.3,47,"83,357"
Mona Lisa and the Blood Moon,2021,106,R,6.2,69,"4,943"
Tuck Everlasting,2002,90,PG,6.6,66,"25,072"
The Blue Caftan,2022,122,,7.6,83,"4,342"
We Own the Night,2007,117,R,6.8,59,"91,705"
White Fang,1991,107,PG,6.7,62,"22,058"
The Artifice Girl,2022,93,,6.6,60,"8,058"
Music and Lyrics,2007,104,PG-13,6.5,59,"106,370"
Larry Crowne,2011,98,PG-13,6.1,41,"70,184"
The Boat,2018,88,,5.7,,"4,768"
Split Second,1992,90,R,6.0,26,"16,240"
Three Wishes for Cinderella,2021,87,,5.8,,"2,191"
All Is Lost,2013,106,PG-13,6.9,87,"83,112"
Teenagers from Outer Space,1959,86,Not Rated,3.9,,"3,782"
Irrational Man,2015,95,R,6.6,53,"66,040"
Serial Mom,1994,95,R,6.8,64,"32,046"
There's No Business Like Show Business,1954,117,Approved,6.4,,"6,589"
The Hills Have Eyes 2,2007,89,R,5.1,32,"66,954"
Gone in the Night,2022,90,R,4.9,52,"5,262"
The Space Between Us,2017,120,PG-13,6.4,33,"55,629"
Spinning Gold,2023,137,R,6.0,42,"1,394"
Tell It to the Bees,2018,108,TV-MA,6.4,50,"6,425"
A Dirty Shame,2004,89,NC-17,5.1,56,"13,421"
A Prophet,2009,155,R,7.8,90,"101,343"
Summer Snow,2014,89,PG,6.1,,295
The Stranger,1946,95,Passed,7.3,76,"28,251"
The Daytrippers,1996,87,R,7.0,73,"6,755"
Traffik,2018,96,R,5.9,37,"21,247"
Rush,1991,120,R,6.7,66,"9,669"
Serena,2014,109,R,5.4,36,"30,138"
Unsane,2018,98,R,6.4,63,"49,219"
King Kong vs. Godzilla,1963,91,Not Rated,5.7,40,"10,931"
Wrongfully Accused,1998,87,PG-13,6.0,,"28,575"
Funny Face,1957,103,Not Rated,7.0,75,"32,351"
A Million Little Pieces,2018,113,R,6.2,45,"4,001"
The Monster,2016,91,R,5.4,69,"18,993"
The Scarlet Letter,1995,135,R,5.3,,"16,099"
Personal Shopper,2016,105,R,6.1,77,"42,504"
Force 10 from Navarone,1978,118,PG,6.4,42,"19,369"
The Treasure of the Sierra Madre,1948,126,Passed,8.2,98,"130,666"
Everything Must Go,2010,97,R,6.4,65,"52,665"
Meet Cute,2022,89,TV-MA,5.7,50,"11,003"
Farming,2018,101,R,6.2,51,"1,922"
Sleepaway Camp II: Unhappy Campers,1988,80,R,5.5,,"13,099"
The Reading,2023,96,TV-MA,5.3,,"1,712"
Executive Decision,1996,133,R,6.5,62,"60,740"
Tom and Huck,1995,97,PG,5.5,,"11,471"
Grave Encounters,2011,92,Not Rated,6.1,33,"62,809"
The Libertine,2004,114,R,6.2,44,"37,475"
Cosmopolis,2012,109,R,5.1,58,"49,625"
Satan's Slaves,2017,107,Not Rated,6.5,,"10,756"
Soul Plane,2004,86,R,4.5,33,"24,163"
Le Havre,2011,93,Not Rated,7.2,82,"22,889"
Shelter,2007,97,R,7.6,66,"23,714"
Nightwatch,1994,107,R,7.2,,"17,060"
Summer Rental,1985,87,PG,6.3,38,"18,054"
Frontier(s),2007,108,NC-17,6.2,44,"28,402"
The Cowboys,1972,134,GP,7.4,52,"15,578"
Honey Boy,2019,94,R,7.2,73,"40,170"
The Surfer,,N/A,,,,N/A
The Outwaters,2022,110,Not Rated,4.0,72,"3,778"
Vampyros Lesbos,1971,89,Unrated,5.4,,"5,068"
Rabid,1977,91,R,6.3,56,"20,971"
House Party,2023,100,R,4.4,41,"3,976"
Tell No One,2006,131,Not Rated,7.5,82,"57,274"
The Untamed,2016,98,Not Rated,6.1,72,"6,439"
Perfect,1985,115,R,4.7,46,"5,832"
Loser,2000,98,PG-13,5.3,35,"30,111"
The Beast,1975,98,Not Rated,5.7,,"5,250"
The Duke of Burgundy,2014,104,Not Rated,6.5,87,"14,104"
The Entity,1982,125,R,6.7,35,"17,956"
The War Zone,1999,98,R,7.3,68,"10,980"
The Infernal Machine,2022,111,R,5.4,,"3,542"
One Perfect Match,2023,N/A,,7.3,,299
Lorenzo's Oil,1992,129,PG-13,7.3,80,"23,758"
Caché,2005,117,R,7.3,86,"84,016"
The Stepford Wives,1975,115,PG,6.9,54,"19,226"
The Wolf of Snow Hollow,2020,85,R,6.2,67,"23,806"
High School Musical 3: Senior Year,2008,112,G,4.9,57,"66,446"
Cold War,2018,89,R,7.5,90,"60,948"
Words on Bathroom Walls,2020,110,PG-13,7.2,61,"12,947"
The Enforcer,2022,90,R,5.3,38,"4,561"
Hitchcock,2012,98,PG-13,6.8,55,"78,560"
The Fog,2005,100,PG-13,3.7,27,"38,844"
The Little Vampire,2000,95,PG,5.7,45,"11,309"
Young Adult,2011,94,R,6.3,71,"86,669"
Stay Tuned,1992,88,PG,6.2,41,"13,867"
We Are Marshall,2006,131,PG,7.0,53,"64,201"
Not Another Church Movie,2024,N/A,,,,N/A
Holiday Rush,2019,92,TV-PG,5.0,,"3,081"
Session 9,2001,97,R,6.4,58,"62,094"
In Secret,2013,107,R,6.1,47,"9,433"
Death in Venice,1971,130,GP,7.4,,"22,693"
Shamshera,2022,178,,4.8,,"57,019"
Runs in the Family,2023,107,,7.4,,49
The Merchant of Venice,2004,131,R,7.0,63,"37,892"
Wicked: Part Two,2025,N/A,,,,N/A
Raw Deal,1986,106,R,5.6,44,"36,965"
54,1998,93,R,5.9,33,"34,262"
Kubi,2023,131,,6.8,67,258
Starlet,2012,103,Not Rated,6.9,74,"8,546"
Suspicion,1941,99,Approved,7.3,83,"41,413"
At Close Range,1986,111,R,6.9,67,"17,347"
Hardbodies,1984,88,R,4.9,1,"3,953"
A Holiday I Do,2023,N/A,,6.9,,59
The Tenant,1976,126,R,7.6,71,"46,806"
The House of the Spirits,1993,145,R,6.9,,"24,539"
Big Trouble,2002,85,PG-13,6.4,47,"21,449"
Alfie,2004,103,R,6.2,49,"54,526"
Switch,1991,103,R,5.8,48,"10,301"
The Souvenir,2019,120,R,6.4,92,"14,128"
A Mouthful of Air,2021,105,R,6.1,52,"2,580"
The River Wild,1994,111,PG-13,6.5,63,"49,462"
The Man with the Iron Heart,2017,120,R,6.4,,"18,097"
Dangerous Beauty,1998,111,R,7.1,,"19,182"
Operation Petticoat,1959,124,Approved,7.2,,"15,562"
Dark Skies,2013,97,PG-13,6.3,50,"78,943"
Someone to Watch Over Me,1987,106,R,6.1,55,"11,425"
The People We Hate at the Wedding,2022,99,R,5.8,42,"10,401"
Eyes Without a Face,1960,90,Not Rated,7.6,90,"34,455"
La Vie En Rose,2007,140,PG-13,7.6,66,"89,959"
Memoria,2021,136,PG,6.5,92,"10,703"
Farewell My Concubine,1992,171,R,8.1,84,"32,199"
Machine Gun Preacher,2011,129,R,6.7,43,"68,427"
UFO Sweden,2022,115,,6.5,,"5,210"
Leviathan,2014,140,R,7.6,92,"56,150"
Tales from the Crypt: Demon Knight,1995,92,R,6.7,48,"25,930"
The Nutcracker Prince,1990,75,G,6.8,,"2,601"
Beauty Shop,2005,105,PG-13,5.6,53,"18,412"
Mom,2017,146,TV-MA,7.2,,"11,555"
Poison,1991,85,Unrated,6.3,67,"4,912"
Like Crazy,2011,86,PG-13,6.6,68,"62,995"
My Sassy Girl,2001,137,Not Rated,8.0,,"49,986"
The Greatest Story Ever Told,1965,260,G,6.5,,"11,394"
Screwballs,1983,80,R,4.6,34,"3,582"
Wild America,1997,106,PG,6.3,,"7,879"
The Battle of Algiers,1966,121,Not Rated,8.1,96,"64,398"
The Sand Pebbles,1966,182,PG-13,7.5,,"16,076"
The Perfect Christmas,2023,96,,7.4,,53
The Current War: Director's Cut,2017,102,PG-13,6.5,55,"30,255"
Resident Evil: Afterlife,2010,96,R,5.8,37,"177,400"
Palo Alto,2013,100,R,6.2,69,"30,779"
The Retreat,2021,82,Unrated,4.9,59,"1,664"
Wild Mountain Thyme,2020,102,PG-13,5.7,42,"11,408"
Mindcage,2022,96,R,4.5,,"4,996"
The Zero Theorem,2013,107,R,6.0,50,"49,177"
Confessions of a Shopaholic,2009,104,PG,5.8,38,"82,155"
Black Mirror: Bandersnatch,2018,90,TV-MA,7.1,,"134,621"
Operation Dagon,2024,N/A,,,,N/A
Memories,1995,113,PG-13,7.5,,"20,690"
SpaceCamp,1986,107,PG,5.7,40,"15,681"
Windfall,2022,92,R,5.7,52,"26,045"
'Pimpernel' Smith,1941,120,Passed,7.2,,"1,793"
The Collection,2012,82,R,6.1,38,"53,269"
Duel at Diablo,1966,103,Approved,6.5,,"4,147"
Sorry We Missed You,2019,101,Not Rated,7.6,82,"24,986"
The Omega Man,1971,98,PG,6.4,56,"33,611"
Syriana,2005,128,R,6.9,76,"133,480"
Superman IV: The Quest for Peace,1987,90,PG,3.7,24,"51,821"
Wild Target,2010,98,PG-13,6.7,41,"39,946"
Tammy and the T-Rex,1994,82,PG-13,5.3,,"5,370"
Down with Love,2003,101,PG-13,6.3,52,"43,858"
Pierrot le Fou,1965,110,Not Rated,7.4,,"36,351"
The Dead Pool,1988,91,R,6.3,46,"48,232"
Fahrenheit 451,1966,112,Not Rated,7.2,,"44,985"
Megan Leavey,2017,116,PG-13,7.1,66,"25,772"
Rad,1986,91,PG,6.7,24,"6,862"
Police Story,1985,100,PG-13,7.5,78,"40,677"
The Cave,2005,97,PG-13,5.1,30,"40,847"
Dave,1993,110,PG-13,6.9,76,"56,228"
Balls of Fury,2007,90,PG-13,5.3,38,"44,377"
Merry Ex-Mas,2022,N/A,,6.0,,223
Monos,2019,102,R,6.8,78,"18,565"
Ice Princess,2005,98,G,6.0,55,"28,575"
Diary of a Wimpy Kid: The Long Haul,2017,91,PG,4.3,39,"10,550"
Slums of Beverly Hills,1998,91,R,6.7,69,"14,421"
Untitled Guy Ritchie's Action Movie,,N/A,,,,N/A
Diana,2018,101,TV-MA,4.8,,292
Day of the Fight,2023,105,,7.8,,59
Tampopo,1985,114,Not Rated,7.9,87,"21,784"
The Kid,2000,104,PG,6.1,45,"43,894"
Flubber,1997,93,PG,5.3,37,"93,530"
Freddy,2022,124,,7.4,,"33,294"
Mommy Dead and Dearest,2017,82,TV-MA,7.4,,"10,991"
The Indian in the Cupboard,1995,96,PG,6.0,58,"30,656"
The Man in the Moon,1991,99,PG-13,7.3,73,"18,021"
Deadfall,2012,95,R,6.2,52,"40,707"
Destined 2: Christmas Once More,2023,N/A,,6.6,,252
Hobo with a Shotgun,2011,86,Not Rated,6.1,55,"48,169"
Milk Money,1994,110,PG-13,5.6,,"12,890"
Blackbird,2019,97,R,6.6,53,"5,704"
The Haunting,1963,112,G,7.4,74,"41,955"
The Banana Splits Movie,2019,89,R,5.1,,"4,595"
Curious George,2006,87,G,6.5,62,"17,765"
The Canyons,2013,99,R,3.8,36,"11,615"
Antiporno,2016,76,Not Rated,6.4,,"4,793"
Adult World,2013,97,R,6.1,61,"18,479"
Blood and Bone,2009,93,R,6.7,,"35,202"
The Psychopath Life Coach,2023,87,16+,3.8,,434
Sasquatch Sunset,2024,89,,,,N/A
The Lure,2015,92,Not Rated,6.3,72,"9,513"
If Beale Street Could Talk,2018,119,R,7.1,87,"51,795"
The Clan of the Cave Bear,1986,98,R,5.4,34,"6,879"
The Killer,2022,95,,6.6,53,"3,729"
Evil Under the Sun,1982,117,PG,7.0,61,"19,420"
Birdemic: Shock and Terror,2010,105,Not Rated,1.7,,"25,151"
Yi Yi,2000,173,Not Rated,8.1,94,"27,498"
Swades,2004,189,Not Rated,8.2,,"96,262"
The Bachelor and the Bobby-Soxer,1947,95,Approved,7.2,59,"9,461"
Caged Fury,1990,95,Not Rated,3.9,,"1,199"
Point of No Return,1993,109,R,6.1,53,"29,725"
Koyaanisqatsi,1982,86,Not Rated,8.2,72,"40,818"
Death Wish II,1982,89,R,6.0,11,"17,600"
Gladiator,1992,101,R,6.5,49,"10,094"
Chasing Liberty,2004,111,PG-13,6.1,46,"40,754"
Foxy Brown,1974,92,R,6.5,46,"11,496"
Mirror Mirror,1990,104,R,5.5,,"2,106"
All About My Mother,1999,101,R,7.8,87,"101,561"
The Last Song,2010,107,PG,6.0,33,"91,532"
Scarlet Street,1945,102,Approved,7.7,,"18,537"
Cats & Dogs,2001,87,PG,5.1,47,"61,891"
The Epidemic,2023,95,,6.5,,19
Bird on a Wire,1990,110,PG-13,6.0,36,"46,797"
We Are the Flesh,2016,79,Not Rated,4.7,62,"3,175"
Third Person,2013,137,R,6.3,38,"29,104"
On Fire,2023,80,PG-13,7.0,,538
Chupa,2023,95,PG,5.5,48,"6,883"
Grey Gardens,1975,95,PG,7.5,82,"14,971"
Shadow of the Vampire,2000,92,R,6.9,71,"43,701"
This Is Paris,2020,110,,6.9,,"1,993"
Rawhead Rex,1986,89,R,5.2,,"6,487"
The Guardians,2017,89,Not Rated,4.0,,"14,365"
Irresistible,2020,101,R,6.3,47,"23,033"
Frantic,1988,120,R,6.9,66,"56,944"
My Bloody Valentine,1981,90,R,6.2,46,"24,398"
A Shot in the Dark,1964,102,PG,7.4,70,"30,224"
The Idiots,1998,117,,6.8,48,"33,501"
Crisis,2021,118,R,6.2,41,"12,977"
Spring,2014,109,Not Rated,6.7,70,"30,785"
The Last Thing He Wanted,2020,115,R,4.3,35,"16,510"
Jiu Jitsu,2020,102,R,2.9,27,"9,941"
Belle,2013,100,PG,7.3,64,"32,722"
Sur les chemins noirs,2023,95,,6.7,,797
The Blackcoat's Daughter,2015,93,R,5.9,68,"25,097"
Control,2007,122,R,7.6,78,"67,908"
The Swan Princess,1994,90,G,6.4,70,"26,685"
A Haunted House,2013,86,R,5.0,20,"49,251"
The Humans,2021,108,R,6.1,78,"10,246"
The Firebird,1934,74,Approved,6.1,,300
Live Die Repeat and Repeat,,N/A,,,,N/A
Never Alone for Christmas,2023,99,,7.9,,24
Showdown in Little Tokyo,1991,79,R,6.1,,"20,351"
Marvin's Room,1996,98,PG-13,6.7,68,"29,618"
Devdas,2002,185,Not Rated,7.5,,"45,794"
Biutiful,2010,148,R,7.4,58,"93,853"
Ghosts of War,2020,94,R,5.6,38,"11,659"
Intolerable Cruelty,2003,100,PG-13,6.3,71,"100,823"
Feast,2005,95,R,6.2,43,"33,473"
The Experiment,2010,96,R,6.4,,"56,699"
Cake,2014,102,R,6.4,49,"38,584"
Mascarade,2022,134,,6.5,,"2,869"
Somewhere,2010,97,R,6.3,67,"46,275"
Official Competition,2021,115,R,7.0,79,"13,787"
Single in Seoul,2023,103,,8.1,,20
Redline,2009,102,Not Rated,7.5,,"16,507"
The Offering,2022,93,R,5.2,60,"6,285"
The Babysitter,1995,90,R,4.3,,"5,922"
Monolith,2016,83,TV-14,4.8,,"2,431"
The Fearless Vampire Killers,1967,91,Not Rated,7.0,56,"33,404"
Christine,2016,119,R,6.9,72,"16,573"
Rachel Getting Married,2008,113,R,6.7,85,"50,764"
The Diary of a Teenage Girl,2015,102,R,6.8,87,"33,167"
Hot Pursuit,2015,87,PG-13,5.1,31,"53,516"
Falcon Lake,2022,100,,7.2,71,"1,883"
The Storied Life of A.J. Fikry,2022,105,PG-13,6.5,,"2,067"
Detective Knight: Redemption,2022,97,R,4.0,,"1,506"
Thunder Force,2021,106,PG-13,4.5,34,"44,822"
The Object of My Affection,1998,111,R,6.0,51,"21,242"
The Meaning of Life,1983,107,R,7.5,72,"124,182"
Southern Gospel,2023,109,PG-13,5.9,,285
Roped,2020,91,PG,5.5,,"1,676"
Bewitched,2005,102,PG-13,4.8,34,"74,862"
Strange Brew,1983,90,PG,6.6,50,"18,395"
The Brave Little Toaster,1987,90,G,7.2,,"27,337"
Life as a House,2001,125,R,7.5,45,"45,277"
Polytechnique,2009,77,Not Rated,7.2,63,"18,191"
The Trial,1962,119,Not Rated,7.6,,"23,472"
You Can Count on Me,2000,111,R,7.5,85,"31,066"
Parkland,2013,93,PG-13,6.4,51,"17,205"
Bhediya,2022,156,Not Rated,6.8,,"23,817"
A Christmas Tale,2008,150,Not Rated,7.0,84,"7,463"
Bad Lieutenant: Port of Call New Orleans,2009,122,R,6.6,69,"80,216"
Sometimes a Great Notion,1971,114,PG,6.9,,"4,372"
Black Lotus,2023,90,,4.2,,"1,770"
M.S. Dhoni: The Untold Story,2016,184,Not Rated,8.0,,"66,058"
"Where'd You Go, Bernadette",2019,109,PG-13,6.5,51,"24,212"
She-Devil,1989,99,PG-13,5.7,45,"18,638"
A Mighty Wind,2003,91,PG-13,7.2,81,"29,199"
Bridgend,2015,104,Not Rated,5.4,53,"2,615"
My Days of Mercy,2017,108,R,6.5,,"5,652"
Melody Cruise,1933,76,Passed,6.1,,365
French Exit,2020,113,R,5.9,56,"8,432"
Sorority Row,2009,101,R,5.1,24,"32,091"
Naked Alibi,1954,86,Approved,6.5,,"1,408"
Higher Learning,1995,128,R,6.5,54,"21,219"
Tejas,2023,112,,6.9,,"21,405"
Raise the Titanic,1980,115,PG,5.1,,"5,295"
Unfriended: Dark Web,2018,92,R,6.0,53,"37,400"
The Operative,2019,116,TV-MA,5.8,47,"7,293"
Dream Lover,1993,103,R,6.2,62,"5,917"
The Cotton Club,1984,129,R,6.5,68,"19,203"
American Ultra,2015,96,R,6.1,50,"95,013"
Sound of My Voice,2011,85,R,6.6,67,"22,750"
Prisoners of the Ghostland,2021,103,,4.2,53,"13,447"
5 Centimeters per Second,2007,63,TV-PG,7.5,,"62,335"
Bone Cold,2022,109,,4.6,,449
Orca,1977,92,PG,5.7,27,"13,030"
The 7th Voyage of Sinbad,1958,88,G,7.0,,"14,402"
Fancy Dance,2023,90,,7.2,84,207
The NeverEnding Story II: The Next Chapter,1990,89,PG,5.1,30,"27,204"
Beckett,2021,110,TV-MA,5.7,52,"27,949"
Bill & Ted's Bogus Journey,1991,93,PG,6.3,61,"80,103"
The Return of the Pink Panther,1975,113,G,7.0,61,"29,062"
A Beauty & The Beast Christmas,2019,90,TV-G,4.6,,367
Baby Boom,1987,110,PG,6.3,53,"18,632"
The Marine,2006,92,PG-13,4.7,45,"35,245"
The Happytime Murders,2018,91,R,5.5,27,"30,000"
Evangelion: 3.0+1.01 Thrice Upon a Time,2021,154,TV-MA,8.0,85,"13,408"
The 33,2015,127,PG-13,6.9,55,"39,347"
The Edge of Love,2008,110,R,6.1,39,"18,696"
Midori,1992,N/A,Unrated,6.4,,"3,384"
I Give It a Year,2013,97,R,5.7,50,"38,954"
House of Games,1987,102,R,7.2,78,"23,636"
Limbo,2023,108,,6.1,76,"1,319"
